position,title,placeId,dataId,thumbnail,phone,address,website,workingHours,rating,reviews,type,gpsCoordinates,serviceOptions,description,longitude,latitude,area
17,L A Grocery,ChIJARI4yYjtNIgRaW8HoGA4e94,0x8834ed88c9381201:0xde7b3860a0076f69,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LVsmvu5g2GbqSj5_DgFzKw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=329.38266&pitch=0&thumbfov=100,(412) 661-2421,"511 Larimer Ave, Pittsburgh, PA 15206",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–11\u202fPM', 'date': '2023-10-18'}]}",4.4,83.0,Grocery store,"{'latitude': 40.4655347, 'longitude': -79.9141502}","['In-store shopping', 'Delivery']",,-79.9141502,40.4655347,Point Breeze
18,Market District Supermarket,ChIJS1VVVRDyNIgRZH6zaKD986M,0x8834f2105555554b:0xa3f3fda068b37e64,https://lh5.googleusercontent.com/p/AF1QipOnUghuFCcahNmsX5uXeEpbaYHKiLsO6PbrX9it=w163-h92-k-no,(412) 681-1500,"5550 Centre Ave, Pittsburgh, PA 15232",https://www.marketdistrict.com/store-locator/store-details,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '7\u202fAM–11\u202fPM', 'date': '2023-10-18'}]}",4.3,4854.0,Grocery store,"{'latitude': 40.4565029, 'longitude': -79.9346192}","['Curbside pickup', 'Delivery', 'In-store pickup', 'In-store shopping', 'Same-day delivery']",,-79.9346192,40.4565029,Point Breeze
19,ALDI,ChIJGU03RBPyNIgRsceo17xVpJc,0x8834f21344374d19:0x97a455bcd7a8c7b1,https://lh5.googleusercontent.com/p/AF1QipP6Q0GT8cONomSytA79MwxshybWNNPMoJwmKzCa=w122-h92-k-no,(855) 955-2534,"5631 Baum Blvd, Pittsburgh, PA 15206",https://stores.aldi.us/pa/pittsburgh/5631-baum-boulevard,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8:30\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8:30\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8:30\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8:30\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8:30\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8:30\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8:30\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",4.5,1853.0,Supermarket,"{'latitude': 40.45833, 'longitude': -79.9351269}","['No-contact delivery', 'Delivery', 'In-store shopping']","Grocery store chain. Retail chain selling a range of grocery items, meat & dairy.",-79.9351269,40.45833,Point Breeze
20,Brooklyn 2 market,ChIJJ-AQjTLtNIgR_YbxK8wKPcc,0x8834ed328d10e027:0xc73d0acc2bf186fd,https://lh5.googleusercontent.com/p/AF1QipN9qysiv5fLnbiuHAkwHXhku7wyVraW00gipcQ6=w80-h98-k-no,(412) 871-3661,"7926 Frankstown Ave, Pittsburgh, PA 15221",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–12\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–12\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–12\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–12\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–12\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–12\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–12\u202fAM', 'date': '2023-10-18'}]}",4.5,4.0,Grocery store,"{'latitude': 40.455062999999996, 'longitude': -79.884821}","['In-store shopping', 'Delivery']",,-79.884821,40.455062999999996,Point Breeze
1,Giant Eagle Supermarket,ChIJe96CpPvzNIgR1XLc9bffY6M,0x8834f3fba482de7b:0xa363dfb7f5dc72d5,https://lh5.googleusercontent.com/p/AF1QipMqshFJokvBl0o8FzK5W72A4SDCCJQeq5FcDlKn=w163-h92-k-no,(412) 321-3551,"318-320 Cedar Ave, Pittsburgh, PA 15212",https://www.gianteagle.com/stores/pa/titusville/titusville-giant-eagle/88,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '7\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '7\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '7\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '7\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '7\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '7\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",3.5,1750.0,Grocery store,"{'latitude': 40.4514625, 'longitude': -79.9996093}","['Curbside pickup', 'In-store pickup', 'In-store shopping', 'Delivery']",,-79.9996093,40.4514625,North Shore
2,W.N. Grocery,ChIJjzNtLBv0NIgRvrDD0FPu56E,0x8834f41b2c6d338f:0xa1e7ee53d0c3b0be,https://lh5.googleusercontent.com/p/AF1QipP2JuU1h8d0lN_PQHa2bGYlzJpzLFPZ9X647ROM=w80-h106-k-no,(412) 231-4470,"1018 W North Ave, Pittsburgh, PA 15233",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '9\u202fAM–6\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '9\u202fAM–6\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-18'}]}",4.8,37.0,Grocery store,"{'latitude': 40.453300899999995, 'longitude': -80.0202724}","['In-store shopping', 'Delivery']",,-80.0202724,40.453300899999995,North Shore
3,Kuhn's Market,ChIJWyvma2v0NIgRYOi1LBrBA1w,0x8834f46b6be62b5b:0x5c03c11a2cb5e860,https://lh5.googleusercontent.com/p/AF1QipOsDHj4DiKR92dkzluLTs8P8hawQNacYHk-7izE=w80-h142-k-no,(412) 231-8808,"1130 Highwood St, Pittsburgh, PA 15212",http://www.kuhnsmarket.com/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-18'}]}",3.8,633.0,Grocery store,"{'latitude': 40.468347, 'longitude': -80.0266654}","['Delivery', 'In-store shopping', 'Same-day delivery']","Grocery store with a bakery & deli. Supermarket offering meat, produce & other standard grocery items, plus a bakery & deli.",-80.0266654,40.468347,North Shore
4,North. Shore Mini Mart,ChIJDZNWuB3zNIgRBtRgXiyo3lw,0x8834f31db856930d:0x5cdea82c5e60d406,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=upv5gKeyNmkL_vsF3T1l8g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=160.3206&pitch=0&thumbfov=100,(412) 863-7884,"533 E Ohio St, Pittsburgh, PA 15212",https://www.fns.usda.gov/final-agency-decision/north-shore-mini-mart-llc,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–12\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–12\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–12\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–12\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–12\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–12\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–12\u202fAM', 'date': '2023-10-18'}]}",3.0,1.0,Grocery store,"{'latitude': 40.4535093, 'longitude': -79.9994482}","['In-store shopping', 'Delivery']",,-79.9994482,40.4535093,North Shore
5,Market Street Grocery,ChIJBer7kFbxNIgRBWn0i4cZc18,0x8834f15690fbea05:0x5f7319878bf46905,https://lh5.googleusercontent.com/p/AF1QipOxiyvax-nM1TpFbiLGqp5Ftx66U3HHAdgXhcHQ=w92-h92-k-no,(724) 249-7657,"435 Market St, Pittsburgh, PA 15222",http://www.marketstreetgrocery.com/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–3\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–3\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': 'Closed', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–3\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–3\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–3\u202fPM', 'date': '2023-10-18'}]}",4.5,242.0,Deli,"{'latitude': 40.4412099, 'longitude': -80.0024644}","['No-contact delivery', 'Delivery', 'In-store pickup', 'In-store shopping', 'Takeout']",,-80.0024644,40.4412099,North Shore
6,Stamoolis Brothers Co.,ChIJUe4p4tzzNIgRcr1CuO6DUJY,0x8834f3dce229ee51:0x965083eeb842bd72,https://lh5.googleusercontent.com/p/AF1QipNfVtQY7XN5MCSw6kImznsAO2k6Ft4YtV3Fa0E=w122-h92-k-no,(412) 471-7676,"2020 Penn Ave, Pittsburgh, PA 15222",https://www.stamoolis.com/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–4\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–4\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–4\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–4\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–4\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–4\u202fPM', 'date': '2023-10-18'}]}",4.5,72.0,Gourmet grocery store,"{'latitude': 40.451302999999996, 'longitude': -79.98328}","['Curbside pickup', 'In-store pickup', 'In-store shopping', 'Delivery']",,-79.98328,40.451302999999996,North Shore
7,SHOP ‘n SAVE,ChIJTYKYWUvxNIgRgTBQ97F4VQY,0x8834f14b5998824d:0x65578b1f7503081,https://lh5.googleusercontent.com/p/AF1QipM2rsJqJk8cruspZkDYVzOSalXek7-vEkoZ3MJa=w80-h106-k-no,(412) 431-1566,"125 Virginia Ave, Pittsburgh, PA 15211",https://www.shopnsavefood.com/StoreLocator/Store/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.0,749.0,Grocery store,"{'latitude': 40.4295796, 'longitude': -80.0079019}","['In-store pickup', 'In-store shopping', 'Delivery']","Consumer goods at discount prices. Bargain retail chain selling a range of household goods, groceries & health & beauty products.",-80.0079019,40.4295796,North Shore
8,4th & Wood Market,ChIJiYMPa77xNIgRlK9UQ0yk3rY,0x8834f1be6b0f8389:0xb6dea44c4354af94,https://lh5.googleusercontent.com/p/AF1QipME64WXtRJ2ce7r9BWjdK1Rw1bgdzbEV5-9DmVn=w122-h92-k-no,(412) 568-8982,"245 Fourth Ave, Pittsburgh, PA 15222",https://4th-wood-market.business.site/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '7\u202fAM–11:30\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-18'}]}",4.2,18.0,Grocery store,"{'latitude': 40.439690999999996, 'longitude': -80.00154839999999}","['Delivery', 'In-store shopping']",,-80.00154839999999,40.439690999999996,North Shore
9,Mayfly Market and Deli,ChIJu3erOvX1NIgR8m3CItyhabY,0x8834f5f53aab77bb:0xb669a1dc22c26df2,https://lh5.googleusercontent.com/p/AF1QipNa_Wd_n9NZ1fKMhwPH4Jf-4ONapfgdNsj0xY56=w122-h92-k-no,(412) 322-1300,"1327 Arch St, Pittsburgh, PA 15212",http://mayflypgh.com/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10\u202fAM–5\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",4.8,144.0,Grocery store,"{'latitude': 40.4572618, 'longitude': -80.0095307}","['Curbside pickup', 'In-store pickup', 'In-store shopping', 'Delivery']",,-80.0095307,40.4572618,North Shore
10,Reyna Foods,ChIJ7Uuh4dzzNIgR_D9XKLl7ARI,0x8834f3dce1a14bed:0x12017bb928573ffc,https://lh5.googleusercontent.com/p/AF1QipOSQS7HhCs1NCn9tcx7l4OBZEDjF4boqx9jbbiT=w122-h92-k-no,(412) 261-2606,"2031 Penn Ave, Pittsburgh, PA 15222",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '9\u202fAM–4\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '9\u202fAM–5\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–5\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10\u202fAM–3\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '9\u202fAM–4\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '9\u202fAM–4\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '9\u202fAM–4\u202fPM', 'date': '2023-10-18'}]}",4.4,264.0,Grocery store,"{'latitude': 40.4517449, 'longitude': -79.9833702}","['In-store shopping', 'Delivery']",,-79.9833702,40.4517449,North Shore
11,Lotus Food Company,ChIJuVURit3zNIgRpunVsdpgoOE,0x8834f3dd8a1155b9:0xe1a060dab1d5e9a6,https://lh5.googleusercontent.com/p/AF1QipO3WXd76esoD_UZl4olRRRMxEqbCN710LGqOAWf=w122-h92-k-no,(412) 281-3050,"1649 Penn Ave, Pittsburgh, PA 15222",http://www.lotusfoodonline.com/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '10\u202fAM–6:30\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '9\u202fAM–7\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '9\u202fAM–7\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '9\u202fAM–7\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '10\u202fAM–6:30\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '10\u202fAM–6:30\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '10\u202fAM–6:30\u202fPM', 'date': '2023-10-18'}]}",4.4,1348.0,Asian grocery store,"{'latitude': 40.449702599999995, 'longitude': -79.9862923}","['Curbside pickup', 'Delivery', 'In-store shopping']",,-79.9862923,40.449702599999995,North Shore
12,WFH Oriental Market,ChIJbYyVTMPzNIgR5H5QfxE85Hs,0x8834f3c34c958c6d:0x7be43c117f507ee4,https://lh5.googleusercontent.com/p/AF1QipMzgZ6cXUWu_0Fd-Y77m5S4Ago3hB8sB0uYCBsS=w163-h92-k-no,(412) 434-6579,"2306 Penn Ave, Pittsburgh, PA 15222",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '9\u202fAM–6\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '9\u202fAM–6\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '9\u202fAM–6\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '9\u202fAM–6\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '9\u202fAM–6\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '9\u202fAM–6\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '9\u202fAM–6\u202fPM', 'date': '2023-10-18'}]}",4.3,682.0,Asian grocery store,"{'latitude': 40.4528612, 'longitude': -79.9811714}","['In-store shopping', 'Delivery']",,-79.9811714,40.4528612,North Shore
13,Sambok Korean Groceries,ChIJiYD4nt3zNIgRDb0vHRrvTNE,0x8834f3dd9ef88089:0xd14cef1a1d2fbd0d,https://lh5.googleusercontent.com/p/AF1QipPsEbj8PyetbjRtxn9QZNCA2AVXRc0y_is2yFgQ=w80-h106-k-no,(412) 261-9377,"1735 Penn Ave, Pittsburgh, PA 15222",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–5\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–5\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–5\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–6\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–5\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–5\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–5\u202fPM', 'date': '2023-10-18'}]}",4.6,264.0,Korean grocery store,"{'latitude': 40.4504045, 'longitude': -79.98519739999999}","['In-store shopping', 'Delivery']",,-79.98519739999999,40.4504045,North Shore
14,Global Food Market LLC,ChIJl-CfHR71NIgRexBkUv1i9Rk,0x8834f51e1d9fe097:0x19f562fd5264107b,https://lh5.googleusercontent.com/p/AF1QipNC49BmZPIMmf88rIiF4L07hNcK4jeHSFFfdOvs=w122-h92-k-no,(412) 519-4893,"1200 Hodgkiss St, Pittsburgh, PA 15212",undefined,"{'timezone': 'America/New_York', 'days': []}",4.8,4.0,Grocery store,"{'latitude': 40.4676694, 'longitude': -80.0269063}",['In-store shopping'],,-80.0269063,40.4676694,North Shore
15,Quick Schwartz Super Market Inc,ChIJ36Blk2PxNIgR71Zgkh_hdDI,0x8834f1639365a0df:0x3274e11f926056ef,https://lh3.googleusercontent.com/gps-proxy/AFm_dcTUA99yChNeiNczzdqvqdQYT0P-T0owa3rmC9erfif5syqoqg4aiHBGNMsNrByv31vPf6IiSdKQyj8MJ-w1Z4JIS6d_NzslZf55iRMkhBPIYX67hlmV9uxsRMK9aEDnnGmk1kKPGpyQLhBarAd86-S51t8t6tgmGXg6bd8e5Vz7_xor7nyHhz3SCEPqFWhB_xH8iOw=w138-h92-k-no,(412) 281-3534,"1901 Fifth Ave, Pittsburgh, PA 15219",http://quick-market-inc.jany.io/,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '8\u202fAM–7\u202fPM', 'date': '2023-10-18'}]}",4.3,41.0,Grocery store,"{'latitude': 40.438522, 'longitude': -79.9792757}","['In-store shopping', 'Delivery']",,-79.9792757,40.438522,North Shore
16,Target Grocery,ChIJE4z0cMXxNIgR8FzYeL4--h0,0x8834f1c570f48c13:0x1dfa3ebe78d85cf0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vhrT23dbG2QwmGJ5seLUNQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=149.17155&pitch=0&thumbfov=100,(412) 258-8500,"482 Smithfield St, Pittsburgh, PA 15219",https://www.target.com/c/order-pickup/-/N-ng0a0,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '7\u202fAM–7\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '7\u202fAM–7\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–8\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '7\u202fAM–7\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '7\u202fAM–7\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '7\u202fAM–7\u202fPM', 'date': '2023-10-18'}]}",3.6,5.0,Grocery store,"{'latitude': 40.439803, 'longitude': -79.998569}","['In-store pickup', 'In-store shopping']",,-79.998569,40.439803,North Shore
17,Ann's Market,ChIJuXaeCtrzNIgRlxwHzFl6j84,0x8834f3da0a9e76b9:0xce8f7a59cc071c97,https://lh5.googleusercontent.com/p/AF1QipOnQop0_jtJ6fLKSYLw0MSr24bYqf5SxVCBmxhr=w80-h106-k-no,(412) 765-0918,"2316 Webster Ave, Pittsburgh, PA 15219",undefined,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '9\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '9\u202fAM–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '9\u202fAM–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '9\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '9\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '9\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '9\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.3,31.0,Grocery store,"{'latitude': 40.44836, 'longitude': -79.975263}","['In-store shopping', 'Delivery']",,-79.975263,40.44836,North Shore
18,Giant Eagle Supermarket,ChIJWc81avf0NIgRtCY_9PDFxJg,0x8834f4f76a35cf59:0x98c4c5f0f43f26b4,https://lh5.googleusercontent.com/p/AF1QipNi-SHbsUV8SIsDAswATbS9z8Fsmr6vD0mxk_t4=w80-h142-k-no,(412) 761-2240,"4110 Brighton Rd, Pittsburgh, PA 15212",https://www.gianteagle.com/stores/pa/pittsburgh/brighton-heights-giant-eagle/65,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '7\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",3.9,752.0,Grocery store,"{'latitude': 40.4892217, 'longitude': -80.0442083}","['Curbside pickup', 'In-store pickup', 'In-store shopping', 'Delivery']",,-80.0442083,40.4892217,North Shore
