position,title,placeId,dataId,thumbnail,phone,address,website,description,workingHours,rating,reviews,type,gpsCoordinates,serviceOptions,longitude,latitude,area
5,Bosphorus Mediterranean Cuisine,ChIJq1hYRLHtNIgRdCtW_bZslaA,0x8834edb1445858ab:0xa0956cb6fd562b74,https://lh5.googleusercontent.com/p/AF1QipNmGRFo2iVWSKvi-bJ-c2R2nvcfKOXvErR1ZnLe=w80-h106-k-no,(412) 727-6220,"7600 Forbes Ave, Pittsburgh, PA 15221",https://www.bosphorusmediterraneanpa.com/,"Festive option for Mediterranean meals. Mediterranean, Middle Eastern & Turkish cuisine served in a casual, warmly decorated space.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–9:30\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–9:30\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–9:30\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–9:30\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '4–9:30\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–9:30\u202fPM', 'date': '2023-10-18'}]}",4.5,854.0,Restaurant,"{'latitude': 40.4395609, 'longitude': -79.8974168}","['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']",-79.8974168,40.4395609,point breeze
6,Peppi's,ChIJX8zp4sLtNIgR-Y_LhQ6wDe0,0x8834edc2e2e9cc5f:0xed0db00e85cb8ff9,https://lh5.googleusercontent.com/p/AF1QipNFb0cSYdQekUBzg9JHzs4h4V-rWEsFmsmA5w7T=w203-h92-k-no,(412) 243-1610,"7619 Penn Ave, Pittsburgh, PA 15221",http://www.peppisubs.com/,"Old-school option for subs & sides. Local sandwich chain serving a wide range of subs, plus salads & sides, in an old-school space.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '10\u202fAM–8\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '10\u202fAM–8\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '10\u202fAM–8\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '10\u202fAM–8\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '10\u202fAM–8\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '10\u202fAM–8\u202fPM', 'date': '2023-10-18'}]}",4.4,365.0,Sandwich shop,"{'latitude': 40.446927699999996, 'longitude': -79.8941603}",['Takeout'],-79.8941603,40.446927699999996,point breeze
7,Dive Bar & Grille (Regent Square),ChIJhf_eEmztNIgRtb3sUYxdgag,0x8834ed6c12deff85:0xa8815d8c51ecbdb5,https://lh5.googleusercontent.com/p/AF1QipPO33B77KVSNpL0uZi6ouJ9AOuO11agTJ_is5UQ=w163-h92-k-no,(412) 727-6818,"607 S Braddock Ave, Pittsburgh, PA 15221",https://www.divebarandgrille.com/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–1\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–1\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–1\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–1\u202fAM', 'date': '2023-10-18'}]}",4.2,207.0,Restaurant,"{'latitude': 40.439400899999995, 'longitude': -79.89720779999999}","['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']",-79.89720779999999,40.439400899999995,point breeze
8,Subway,ChIJzV-yHsPtNIgRB8MqUeZRSak,0x8834edc31eb25fcd:0xa94951e6512ac307,https://lh5.googleusercontent.com/p/AF1QipMLKnlxjqClbAfWSx6XQfThyHffoyIE4uLopSjY=w122-h92-k-no,(412) 243-1895,"7714 Penn Ave, Pittsburgh, PA 15221",https://restaurants.subway.com/united-states/pa/pittsburgh/7714-penn-ave,"Build-your-own sandwich chain. Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '8\u202fAM–10\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '7\u202fAM–10\u202fPM', 'date': '2023-10-18'}]}",3.9,233.0,Sandwich shop,"{'latitude': 40.4463578, 'longitude': -79.8939654}","['Curbside pickup', 'Delivery', 'Takeout', 'Dine-in']",-79.8939654,40.4463578,point breeze
1,The Foundry | Table & Tap,ChIJg888LAD0NIgRv6CEQUat1uc,0x8834f4002c3ccf83:0xe7d6ad464184a0bf,https://lh5.googleusercontent.com/p/AF1QipMlbYP3yd7Mw2hTGDO25KF2wxiMtwgADU7i-FNG=w137-h92-k-no,(412) 930-0744,"381 N Shore Dr, Pittsburgh, PA 15212",http://www.thefoundrypgh.com/,"Gastropub for comfort food & craft brews. Polished American pub eats, plus a large draft beer list & growler fills, in a rustic-chic setting.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '4–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '4–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '4–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '4–9\u202fPM', 'date': '2023-10-18'}]}",4.2,775.0,Gastropub,"{'latitude': 40.445705, 'longitude': -80.01126699999999}","['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']",-80.01126699999999,40.445705,north shore
2,Burgatory,ChIJFboKMAD0NIgR3_ajWICnKI0,0x8834f400300aba15:0x8d28a78058a3f6df,https://lh5.googleusercontent.com/p/AF1QipPu-N4cTRVwMM0c3cgHdrOrbvQhPJpNoQXf55WX=w122-h92-k-no,(412) 586-5846,"342 N Shore Dr, Pittsburgh, PA 15212",http://www.burgatorybar.com/,"Hip spot for gourmet burgers & shakes. Irreverent local chain serving gourmet burgers, hand-spun shakes & cocktails in a hip setting.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–11\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–11\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-18'}]}",4.5,3675.0,Hamburger restaurant,"{'latitude': 40.4462352, 'longitude': -80.01091}","['Outdoor seating', 'Curbside pickup', 'Delivery', 'Takeout', 'Dine-in']",-80.01091,40.4462352,north shore
3,North Shore Tavern,ChIJezxPEXzzNIgRRVigvGgRNHQ,0x8834f37c114f3c7b:0x74341168bca05845,https://lh5.googleusercontent.com/p/AF1QipMm6wBUGwo9CjXnBN5fm84N06SiILq8MOtBKMwk=w122-h92-k-no,(412) 465-9865,"120 Federal St, Pittsburgh, PA 15212",https://northshoretavern.com/,"Stylish spot for pub grub & beer. Burgers, surf-n-turf & other casual bar bites in an industrial-chic pub with craft cocktails & beer.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–12:30\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–12:30\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-18'}]}",4.4,547.0,Restaurant,"{'latitude': 40.4482202, 'longitude': -80.0039053}","['Outdoor seating', 'Takeout', 'Dine-in', 'Delivery']",-80.0039053,40.4482202,north shore
4,Bar Louie - North Shore,ChIJvfMuIwD0NIgR_OKU1NP3Exw,0x8834f400232ef3bd:0x1c13f7d3d494e2fc,https://lh5.googleusercontent.com/p/AF1QipPtBIwkf0WFy1cQ6b_Bq-S8BOVzyuEkpttMy46x=w122-h92-k-no,(412) 643-4500,"330 N Shore Dr Building 1B, Pittsburgh, PA 15212",https://www.barlouie.com/locations/us/pa/pittsburgh/north-shore,"American pub grub, microbrews & martinis. Upbeat grill chain with American grub, martinis & microbrews, plus happy-hour deals.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '10\u202fAM–2\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10\u202fAM–2\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-18'}]}",4.2,1618.0,Bar & grill,"{'latitude': 40.4463639, 'longitude': -80.0106043}","['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']",-80.0106043,40.4463639,north shore
5,Hyde Park Prime Steakhouse,ChIJw7NZi__zNIgRwcp5kxJAErk,0x8834f3ff8b59b3c3:0xb91240129379cac1,https://lh5.googleusercontent.com/p/AF1QipP7ptcTeb2iExOCOfs7xt1_VYRtwllDT9IGA8hM=w80-h92-k-no,(412) 222-4014,"247 N Shore Dr, Pittsburgh, PA 15212",http://www.hydeparkrestaurants.com/,"Upscale steak & cocktail chain. High-end steakhouse chain serving grilled meats, seafood & cocktails in a sophisticated setting.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '4:30–9\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '4:30–10\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '4–10\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '4–9\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '4:30–9\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '4:30–9\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '4:30–9\u202fPM', 'date': '2023-10-18'}]}",4.6,781.0,Steak house,"{'latitude': 40.446287, 'longitude': -80.00831699999999}","['Outdoor seating', 'Curbside pickup', 'Delivery', 'Takeout', 'Dine-in']",-80.00831699999999,40.446287,north shore
6,SoHo,ChIJRQEFlf7zNIgRZxLBLf1DxmA,0x8834f3fe95050145:0x60c643fd2dc11267,https://lh5.googleusercontent.com/p/AF1QipMen-X7MmFIhj7BI6f6lYpT3H8fCzyVT6YGFA2Z=w122-h92-k-no,(412) 321-7646,"203 Federal St, Pittsburgh, PA 15212",http://www.sohopittsburgh.com/,"Sports bar with happy hour & trivia. Hangout with TVs tuned to sports, weekday happy hour & trivia nights plus a menu of American eats.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–11\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–11\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–11\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–11\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–11\u202fPM', 'date': '2023-10-18'}]}",4.1,749.0,American restaurant,"{'latitude': 40.448375999999996, 'longitude': -80.004509}","['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']",-80.004509,40.448375999999996,north shore
7,McFadden's,ChIJYTaRk__zNIgRJ-T6dty4PJ8,0x8834f3ff93913661:0x9f3cb8dc76fae427,https://lh5.googleusercontent.com/p/AF1QipN92UDESFQnwlC_la99np0KQC4MrOnT2_D0kPw=w138-h92-k-no,(412) 322-3470,"211 N Shore Dr, Pittsburgh, PA 15212",http://www.mcfaddenspitt.com/,"Lively Irish pub & restaurant with TVs. Spacious, buzzy Irish joint with multiple bars & a DJ, serving traditional eats.","{'timezone': 'America/New_York', 'days': []}",3.7,976.0,Irish pub,"{'latitude': 40.446388899999995, 'longitude': -80.0077778}","['Outdoor seating', 'Takeout', 'Dine-in', 'Delivery']",-80.0077778,40.446388899999995,north shore
8,Little Red Corvette 80s and 90s Kitchen & Bar,ChIJ__6MLQD0NIgR7tpx9fGzBjQ,0x8834f4002d8cfeff:0x3406b3f1f571daee,https://lh5.googleusercontent.com/p/AF1QipOQZg1ELqqdima2BoObEK5o7tAb4gP5kCBkdIrO=w163-h92-k-no,(412) 930-0895,"380 N Shore Dr #2, Pittsburgh, PA 15212",undefined,"American eats, cocktails & a garage vibe. Industrial-style bar & American grill with car & garage decor, plus a stage for live-music events.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-18'}]}",3.9,58.0,Bar & grill,"{'latitude': 40.4461058, 'longitude': -80.0113612}","['Outdoor seating', 'Takeout', 'Dine-in', 'Delivery']",-80.0113612,40.4461058,north shore
9,Primanti Bros.,ChIJixr3YwL0NIgRIM-xM8ZFYFE,0x8834f40263f71a8b:0x516045c633b1cf20,https://lh5.googleusercontent.com/p/AF1QipO8fK2aTMX-X3A3SWKaO_556QZEWTYMPMqEBKaz=w80-h106-k-no,(412) 697-7700,"100 Art Rooney Ave, Pittsburgh, PA 15212",http://primantibros.com/locations/,Sandwich chain with piled-high creations. Long-running Pittsburgh-born chain known for its sandwiches piled high with coleslaw & french fries.,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '10\u202fAM–5\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '10\u202fAM–5\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '10\u202fAM–5\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '10\u202fAM–5\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '10\u202fAM–5\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '10\u202fAM–5\u202fPM', 'date': '2023-10-18'}]}",4.3,148.0,Restaurant,"{'latitude': 40.4467079, 'longitude': -80.0168334}","['Takeout', 'Dine-in', 'Delivery']",-80.0168334,40.4467079,north shore
10,Tequila Cowboy,ChIJrd_MPQD0NIgRaQcAurQ7VPk,0x8834f4003dccdfad:0xf9543bb4ba000769,https://lh5.googleusercontent.com/p/AF1QipM7xImLbexH38jHJooQuXTKN73AEC59qnLL53Vf=w163-h92-k-no,(412) 930-0895,"380 N Shore Dr, Pittsburgh, PA 15212",https://tequilacowboy.com/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '4\u202fPM–2\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '4\u202fPM–2\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': 'Closed', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '4\u202fPM–12\u202fAM', 'date': '2023-10-18'}]}",4.0,2560.0,Bar & grill,"{'latitude': 40.4460747, 'longitude': -80.0115356}","['Outdoor seating', 'Takeout', 'Dine-in', 'Delivery']",-80.0115356,40.4460747,north shore
11,Macs & Stacks - North Shore,ChIJc7hNuRj1NIgRDSy7LYfY3bI,0x8834f518b94db873:0xb2ddd8872dbb2c0d,https://lh5.googleusercontent.com/p/AF1QipONK1nq_Jq0KgHTY9gTMGuaOBzcn3lwbEE-DgqU=w137-h92-k-no,(412) 643-4500,"330 N Shore Dr, Pittsburgh, PA 15212",https://macsandstacks.olo.com/menu/macs-stacks-north-shore,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–2\u202fAM', 'date': '2023-10-18'}]}",3.1,22.0,Restaurant,"{'latitude': 40.4462647, 'longitude': -80.01063549999999}","['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']",-80.01063549999999,40.4462647,north shore
12,Mike's Beer Bar,ChIJv2DWlv7zNIgRTTz0tEVx4Ok,0x8834f3fe96d660bf:0xe9e07145b4f43c4d,https://lh5.googleusercontent.com/p/AF1QipMy2eQV2LpGEse1_pkXB0xLIAwcdNlXrG3bsnIW=w122-h92-k-no,(412) 322-2337,"110 Federal St, Pittsburgh, PA 15212",https://mikesbeerbar.com/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–12:30\u202fAM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–12:30\u202fAM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–12\u202fAM', 'date': '2023-10-18'}]}",4.5,1073.0,Bar & grill,"{'latitude': 40.447994, 'longitude': -80.0039821}","['Outdoor seating', 'Takeout', 'Dine-in', 'Delivery']",-80.0039821,40.447994,north shore
13,The Warhol Café,ChIJW6W5FfzzNIgRi6lgJLW8Aho,0x8834f3fc15b9a55b:0x1a02bcb52460a98b,https://lh5.googleusercontent.com/p/AF1QipNgzQKs2xxb8yAMnTEwS2p9bVaqvnxSBFThhDir=w122-h92-k-no,(412) 237-8300,"117 Sandusky St, Pittsburgh, PA 15212",http://www.warhol.org/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '10\u202fAM–3\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '10\u202fAM–9:30\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '10\u202fAM–3\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': '10\u202fAM–3\u202fPM', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '10\u202fAM–3\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': 'Closed', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '10\u202fAM–3\u202fPM', 'date': '2023-10-18'}]}",3.9,45.0,Restaurant,"{'latitude': 40.4483795, 'longitude': -80.0024948}","['Takeout', 'Dine-in', 'Delivery']",-80.0024948,40.4483795,north shore
14,Taps and Taco,ChIJje1fLV3zNIgRPJ7_uwJbcxI,0x8834f35d2d5fed8d:0x12735b02bbff9e3c,https://lh5.googleusercontent.com/p/AF1QipNEk4dBxoEDq2IG3k_Nc3gNM435TvjJT4u7-5vf=w122-h92-k-no,(412) 325-4493,"115 Federal St, Pittsburgh, PA 15212",https://www.tapsandtaco.com/,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '11\u202fAM–5\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': '11\u202fAM–9\u202fPM', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Closed', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '11\u202fAM–5\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '11\u202fAM–5\u202fPM', 'date': '2023-10-18'}]}",4.0,138.0,Taco restaurant,"{'latitude': 40.4479426, 'longitude': -80.00439159999999}","['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']",-80.00439159999999,40.4479426,north shore
15,Quaker Steak & Lube,ChIJI2q7FAL0NIgRUoBKaGaPw3A,0x8834f40214bb6a23:0x70c38f66684a8052,https://lh5.googleusercontent.com/p/AF1QipODuvH4R28fzm3R1v41FGrBwHOxpcOXoTKOrP6f=w168-h92-k-no,(412) 432-7800,"Stadium Great Hall Area, 100 Art Rooney Avenue Sec. 109 & Sec. 136, Pittsburgh, PA 15212",http://thelube.com/locations/pennsylvania/heiz-field-pittsburgh/,"Car-themed chain for American eats. Chicken wings & many spicy sauces star on the American menu at this casual, automotive-themed chain.","{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': 'Open 24 hours', 'date': '2023-10-12'}, {'day': 'Friday', 'time': 'Open 24 hours', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': 'Open 24 hours', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Open 24 hours', 'date': '2023-10-15'}, {'day': 'Monday', 'time': 'Open 24 hours', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': 'Open 24 hours', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': 'Open 24 hours', 'date': '2023-10-18'}]}",3.3,33.0,Restaurant,"{'latitude': 40.4467648, 'longitude': -80.0157603}","['Delivery', 'Takeout', 'Dine-in']",-80.0157603,40.4467648,north shore
16,Isabella Street Cafe,ChIJr-zlRPzzNIgRO_YEh6YlUVw,0x8834f3fc44e5ecaf:0x5c5125a68704f63b,https://lh5.googleusercontent.com/p/AF1QipPkejCC6n7X-VQvXYe8fz-nFSX46CoWszWOO3ae=w122-h92-k-no,(412) 553-2222,"201 Isabella St, Pittsburgh, PA 15212",undefined,,"{'timezone': 'America/New_York', 'days': [{'day': 'Thursday', 'time': '7\u202fAM–2\u202fPM', 'date': '2023-10-12'}, {'day': 'Friday', 'time': '7\u202fAM–2\u202fPM', 'date': '2023-10-13'}, {'day': 'Saturday', 'time': 'Closed', 'date': '2023-10-14'}, {'day': 'Sunday', 'time': 'Closed', 'date': '2023-10-15'}, {'day': 'Monday', 'time': '7\u202fAM–2\u202fPM', 'date': '2023-10-16'}, {'day': 'Tuesday', 'time': '7\u202fAM–2\u202fPM', 'date': '2023-10-17'}, {'day': 'Wednesday', 'time': '7\u202fAM–2\u202fPM', 'date': '2023-10-18'}]}",4.5,8.0,Restaurant,"{'latitude': 40.4477658, 'longitude': -80.00113569999999}","['Takeout', 'Dine-in', 'Delivery']",-80.00113569999999,40.4477658,north shore
17,Levy Restaurants,ChIJa7HnU_7zNIgRWgV7Uen_R4M,0x8834f3fe53e7b16b:0x8347ffe9517b055a,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pgbqcde_acova_V-BcJSdw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=256.20145&pitch=0&thumbfov=100,(412) 325-4613,"115 Federal St, Pittsburgh, PA 15212",http://www.levyrestaurants.com/,,"{'timezone': 'America/New_York', 'days': []}",3.8,6.0,Food products supplier,"{'latitude': 40.4475024, 'longitude': -80.0058043}",['Delivery'],-80.0058043,40.4475024,north shore
18,Hickory Bridge BBQ Co,ChIJk17kWQL0NIgRMkFV0rbi3l0,0x8834f40259e45e93:0x5ddee2b6d2554132,https://lh5.googleusercontent.com/p/AF1QipPLgZYhuhZzeMgoAo9ku1LOnSu6tDAC61Ef6Fjj=w163-h92-k-no,,"100 Art Rooney Ave, Pittsburgh, PA 15212",undefined,,"{'timezone': 'America/New_York', 'days': []}",,,Barbecue restaurant,"{'latitude': 40.447641999999995, 'longitude': -80.016862}","['Takeout', 'Dine-in', 'Delivery']",-80.016862,40.447641999999995,north shore
19,LEVEL 20 GYATT,ChIJdZkh4Xj1NIgR7JXBN05-jPc,0x8834f578e1219975:0xf78c7e4e37c195ec,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JzNqyPPuJqNqTbdgAgC_Gw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=98.6805&pitch=0&thumbfov=100,,"668 W General Robinson St, Pittsburgh, PA 15212",undefined,,"{'timezone': 'America/New_York', 'days': []}",5.0,1.0,Asian restaurant,"{'latitude': 40.447795899999996, 'longitude': -80.01008499999999}","['Takeout', 'Dine-in']",-80.01008499999999,40.447795899999996,north shore
